,trial,n,epsilon,dn_epsilon,num_queries,percent_reconstructed,mechanism_error
326,2,500,0.6,10,500,0.892,1.6822555500397498
327,2,500,0.6,10,550,0.884,1.6822555500397498
328,2,500,0.6,10,600,0.938,1.6822555500397498
329,2,500,0.6,10,650,0.938,1.6822555500397498
330,2,500,0.6,10,700,0.926,1.6822555500397498
331,2,500,0.6,10,750,0.964,1.6822555500397498
332,2,500,0.6,10,800,0.982,1.6822555500397498
333,2,500,0.6,10,850,0.978,1.6822555500397498
334,2,500,0.6,10,900,0.978,1.6822555500397498
335,2,500,0.6,10,950,0.976,1.6822555500397498
336,2,500,0.7,10,400,0.872,1.1925020085662903
337,2,500,0.7,10,450,0.892,1.1925020085662903
338,2,500,0.7,10,500,0.876,1.1925020085662903
339,2,500,0.7,10,550,0.948,1.1925020085662903
340,2,500,0.7,10,600,0.938,1.1925020085662903
341,2,500,0.7,10,650,0.96,1.1925020085662903
342,2,500,0.7,10,700,0.964,1.1925020085662903
343,2,500,0.7,10,750,0.968,1.1925020085662903
344,2,500,0.7,10,800,0.988,1.1925020085662903
345,2,500,0.7,10,850,0.994,1.1925020085662903
346,2,500,0.7,10,900,0.984,1.1925020085662903
347,2,500,0.7,10,950,0.984,1.1925020085662903
348,2,500,0.8,10,400,0.896,1.408388941044537
349,2,500,0.8,10,450,0.894,1.408388941044537
350,2,500,0.8,10,500,0.9339999999999999,1.408388941044537
351,2,500,0.8,10,550,0.926,1.408388941044537
352,2,500,0.8,10,600,0.972,1.408388941044537
353,2,500,0.8,10,650,0.978,1.408388941044537
354,2,500,0.8,10,700,0.968,1.408388941044537
355,2,500,0.8,10,750,0.986,1.408388941044537
356,2,500,0.8,10,800,0.98,1.408388941044537
357,2,500,0.8,10,850,0.996,1.408388941044537
358,2,500,0.8,10,900,1.0,1.408388941044537
359,2,500,0.8,10,950,0.988,1.408388941044537
360,2,500,0.9,10,400,0.906,1.116835050373463
361,2,500,0.9,10,450,0.882,1.116835050373463
362,2,500,0.9,10,500,0.918,1.116835050373463
363,2,500,0.9,10,550,0.956,1.116835050373463
364,2,500,0.9,10,600,0.96,1.116835050373463
365,2,500,0.9,10,650,0.978,1.116835050373463
366,2,500,0.9,10,700,0.992,1.116835050373463
367,2,500,0.9,10,750,0.994,1.116835050373463
368,2,500,0.9,10,800,0.992,1.116835050373463
369,2,500,0.9,10,850,0.996,1.116835050373463
370,2,500,0.9,10,900,0.998,1.116835050373463
371,2,500,0.9,10,950,0.998,1.116835050373463
372,2,500,1.0,10,400,0.916,0.8716756766323903
373,2,500,1.0,10,450,0.918,0.8716756766323903
374,2,500,1.0,10,500,0.952,0.8716756766323903
375,2,500,1.0,10,550,0.962,0.8716756766323903
376,2,500,1.0,10,600,0.976,0.8716756766323903
377,2,500,1.0,10,650,0.99,0.8716756766323903
378,2,500,1.0,10,700,0.994,0.8716756766323903
379,2,500,1.0,10,750,0.996,0.8716756766323903
380,2,500,1.0,10,800,1.0,0.8716756766323903
381,2,500,1.0,10,850,1.0,0.8716756766323903
382,2,500,1.0,10,900,0.996,0.8716756766323903
383,2,500,1.0,10,950,1.0,0.8716756766323903
384,2,500,1.1,10,400,0.902,0.8423796555938629
385,2,500,1.1,10,450,0.94,0.8423796555938629
386,2,500,1.1,10,500,0.958,0.8423796555938629
387,2,500,1.1,10,550,0.982,0.8423796555938629
388,2,500,1.1,10,600,0.992,0.8423796555938629
389,2,500,1.1,10,650,0.99,0.8423796555938629
390,2,500,1.1,10,700,0.994,0.8423796555938629
391,2,500,1.1,10,750,1.0,0.8423796555938629
392,2,500,1.1,10,800,1.0,0.8423796555938629
393,2,500,1.1,10,850,1.0,0.8423796555938629
394,2,500,1.1,10,900,1.0,0.8423796555938629
395,2,500,1.1,10,950,1.0,0.8423796555938629
396,2,500,1.2,10,400,0.882,0.7208978262230107
397,2,500,1.2,10,450,0.902,0.7208978262230107
398,2,500,1.2,10,500,0.954,0.7208978262230107
399,2,500,1.2,10,550,0.97,0.7208978262230107
400,2,500,1.2,10,600,0.986,0.7208978262230107
401,2,500,1.2,10,650,0.99,0.7208978262230107
402,2,500,1.2,10,700,0.998,0.7208978262230107
403,2,500,1.2,10,750,1.0,0.7208978262230107
404,2,500,1.2,10,800,1.0,0.7208978262230107
405,2,500,1.2,10,850,1.0,0.7208978262230107
406,2,500,1.2,10,900,1.0,0.7208978262230107
407,2,500,1.2,10,950,1.0,0.7208978262230107
408,2,500,1.3,10,400,0.924,0.6756494153235508
409,2,500,1.3,10,450,0.922,0.6756494153235508
410,2,500,1.3,10,500,0.98,0.6756494153235508
411,2,500,1.3,10,550,0.962,0.6756494153235508
412,2,500,1.3,10,600,0.994,0.6756494153235508
413,2,500,1.3,10,650,1.0,0.6756494153235508
414,2,500,1.3,10,700,1.0,0.6756494153235508
415,2,500,1.3,10,750,0.998,0.6756494153235508
416,2,500,1.3,10,800,0.998,0.6756494153235508
417,2,500,1.3,10,850,1.0,0.6756494153235508
418,2,500,1.3,10,900,1.0,0.6756494153235508
419,2,500,1.3,10,950,1.0,0.6756494153235508
420,2,500,1.4,10,400,0.91,0.7644701938523707
421,2,500,1.4,10,450,0.96,0.7644701938523707
422,2,500,1.4,10,500,0.962,0.7644701938523707
423,2,500,1.4,10,550,0.984,0.7644701938523707
424,2,500,1.4,10,600,0.982,0.7644701938523707
425,2,500,1.4,10,650,0.998,0.7644701938523707
426,2,500,1.4,10,700,1.0,0.7644701938523707
427,2,500,1.4,10,750,0.998,0.7644701938523707
428,2,500,1.4,10,800,1.0,0.7644701938523707
429,2,500,1.4,10,850,1.0,0.7644701938523707
430,2,500,1.4,10,900,1.0,0.7644701938523707
431,2,500,1.4,10,950,1.0,0.7644701938523707
